318,0,1,59,8,34,3,1,0,0,1,0
4,41,14,3,53,9,13,9,4,2,7,0
2,4,16,2,19,12,3,4,0,0,0,0
220,0,2,198,10,45,0,0,0,0,2,0
9,5,8,2,116,25,11,16,1,2,17,2
42,8,6,23,64,230,6,7,2,4,20,3
1,6,5,0,47,8,67,15,3,6,7,0
0,0,6,0,18,1,9,72,3,3,9,0
0,1,1,0,21,2,5,41,154,4,24,0
1,5,4,2,31,13,9,7,1,31,14,0
0,3,2,1,69,21,22,28,23,6,169,3
2,0,1,3,7,17,2,1,1,0,9,139
