219,1,0,0,1,46,5,33,2,1,0,0,1,0
0,2,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,1,0,1,0,0,0,0,0,0,0
4,11,0,41,12,3,35,9,12,8,4,2,6,0
1,5,0,4,14,2,10,12,2,4,0,0,0,0
146,2,0,0,1,177,8,45,0,0,0,0,1,0
7,9,0,5,7,2,91,22,11,11,1,1,16,2
30,8,0,7,6,22,48,212,6,5,2,4,18,3
1,5,0,4,4,0,35,7,62,11,3,4,6,0
0,3,1,0,6,0,9,0,7,60,3,1,7,0
0,3,0,1,1,0,14,2,5,29,153,4,18,0
1,4,0,5,3,2,18,12,8,5,1,25,7,0
0,14,0,1,1,1,46,19,21,22,22,4,158,3
0,2,0,0,1,1,4,11,2,1,1,0,7,132
