318,2,0,1,59,6,34,3,1,0,0,1,0,
0,2,0,0,0,1,0,0,0,0,0,0,0,
4,14,41,14,3,39,9,13,9,4,2,7,0,
2,7,4,16,2,12,12,3,4,0,0,0,0,
220,2,0,2,198,8,45,0,0,0,0,2,0,
9,14,5,8,2,99,25,11,16,1,2,17,2,
42,13,8,6,23,51,230,6,7,2,4,20,3,
1,5,6,5,0,42,8,67,15,3,6,7,0,
0,7,0,6,0,11,1,9,72,3,3,9,0,
0,6,1,1,0,15,2,5,41,154,4,24,0,
1,7,5,4,2,24,13,9,7,1,31,14,0,
0,16,3,2,1,53,21,22,28,23,6,169,3,
2,2,0,1,3,5,17,2,1,1,0,9,139,
,,,,,,,,,,,,,
