250,1,0,0,2,48,5,33,2,1,0,0,1,0
0,2,0,0,0,0,2,0,0,0,0,0,0,0
0,0,5,1,1,0,1,0,0,0,0,0,0,0
4,12,0,44,12,3,35,10,12,8,4,2,6,0
2,5,0,4,14,2,10,13,2,4,0,0,0,0
151,2,0,0,2,202,9,45,0,0,0,0,1,0
7,9,0,5,7,2,101,23,12,11,1,1,16,2
32,8,0,7,6,22,49,229,6,5,2,4,18,3
1,5,0,4,4,0,36,7,67,12,3,4,6,0
0,3,1,0,7,0,10,1,7,70,4,1,7,0
0,3,0,1,1,0,14,3,5,29,171,4,20,0
1,4,0,5,3,2,19,12,11,5,1,32,7,0
0,15,0,1,2,1,48,20,21,25,22,4,183,3
1,2,0,0,1,1,4,11,2,1,2,0,7,157
